CRC_names,CRC_pvals,CRC_pvals_adj,CRC_logfoldchanges,IBD_names,IBD_pvals,IBD_pvals_adj,IBD_logfoldchanges
S1PR4,4.07E-09,1.61E-07,1.7087725,PSME4,0.412658151,1,2.1566057
DPP7,4.20E-09,1.66E-07,1.1977661,PARP8,0.413658656,1,2.3730872
GADD45GIP1,4.81E-09,1.90E-07,1.2788672,USP15,0.416738124,1,2.8911562
COMT,5.51E-09,2.17E-07,2.7964673,GPRIN3,0.417675012,1,2.2483552
NDUFAB1,5.92E-09,2.32E-07,1.6176838,ZNF843,0.420806919,1,29.256872
DGUOK,6.07E-09,2.37E-07,1.1880798,SLC38A1,0.424793728,1,2.2897308
NDUFA2,6.25E-09,2.43E-07,1.0550798,CD37,0.429896424,1,1.6696095
EFHD2,6.68E-09,2.60E-07,1.9341565,BCL2A1,0.431416454,1,2.5229673
NMT1,7.11E-09,2.75E-07,4.6089153,CD226,0.434785682,1,2.0769718
NDUFA11,7.61E-09,2.94E-07,1.2860935,HECTD1,0.441748859,1,2.0703297
RASSF5,7.61E-09,2.94E-07,1.1450846,WDFY1,0.444623914,1,2.641344
COX5A,8.01E-09,3.08E-07,1.048617,GMFB,0.457034452,1,1.9577293
WBP2,8.42E-09,3.23E-07,2.4153352,UTY,0.459525034,1,4.3608966
CYC1,8.48E-09,3.24E-07,2.1629753,CUTA,0.460479319,1,2.086206
MRPL20,8.82E-09,3.35E-07,1.1055188,RASA2,0.463201422,1,2.0097198
PARP1,9.08E-09,3.44E-07,1.1169167,P2RY10,0.466450158,1,2.4713645
UBL5,9.42E-09,3.55E-07,2.7940576,ANP32B,0.467634645,1,2.6400037
PSMB6,9.43E-09,3.55E-07,1.0211825,REG1B,0.468746613,1,28.48547
XRCC5,1.08E-08,4.04E-07,1.0544611,SH3YL1,0.469748635,1,1.8913698
DHRS7,1.14E-08,4.26E-07,1.6137421,AHR,0.476870711,1,2.2264173
ARL6IP4,1.15E-08,4.30E-07,1.0423305,LIMS1,0.479045081,1,2.6025157
NUCB1,1.19E-08,4.43E-07,1.5662856,DDX6,0.488706654,1,2.58344
COX6A1,1.22E-08,4.53E-07,1.9339561,SDCBP,0.490986181,1,2.8817465
TRAF1,1.32E-08,4.90E-07,2.162907,HLA-G,0.493347681,1,2.2269115
CD320,1.34E-08,4.97E-07,2.2688851,SYTL4,0.493805447,1,28.557802
LSM4,1.38E-08,5.09E-07,1.2781935,ATP11B,0.495677016,1,1.7702738
APLP2,1.48E-08,5.43E-07,2.357275,RAC2,0.498664041,1,1.3047565
ACTR1B,1.49E-08,5.48E-07,2.7827659,OXR1,0.502006979,1,2.5626237
MRPL52,1.55E-08,5.66E-07,1.2768272,PDCD4,0.502083967,1,2.114386
SLFN5,1.55E-08,5.67E-07,1.5440904,SESN3,0.505632173,1,1.6511503
MGST3,1.73E-08,6.29E-07,1.4487106,PPP1R15B,0.508185734,1,1.8336735
OS9,1.78E-08,6.47E-07,2.4752157,CD3G,0.513001564,1,2.7749896
CALM3,1.84E-08,6.66E-07,1.6602435,HBP1,0.514560114,1,2.229825
BLOC1S1,1.90E-08,6.87E-07,0.8604516,NR4A3,0.515262263,1,3.66108
PRF1,2.00E-08,7.21E-07,2.5068698,PIGA,0.520348076,1,2.628353
MGAT1,2.20E-08,7.91E-07,2.0743876,EML4,0.52435652,1,2.970513
PDCD6,2.24E-08,8.05E-07,1.3934706,CAND1,0.527274479,1,2.050075
PPP2R1A,2.25E-08,8.07E-07,2.0473435,SBF2,0.527985503,1,2.529534
DEF6,2.29E-08,8.17E-07,1.3903633,HECA,0.5302799,1,2.2082536
ATF6B,2.49E-08,8.86E-07,2.1418202,PTPN22,0.532857211,1,2.2685013
PHPT1,2.65E-08,9.40E-07,1.0807574,IDI1,0.533850169,1,2.5039625
CXCR3,2.71E-08,9.57E-07,2.2117667,ATF3,0.534724744,1,2.1013138
PMF1,2.79E-08,9.82E-07,1.4989141,HES4,0.53556024,1,2.7504995
UBE2L3,2.80E-08,9.85E-07,0.7276033,JAK1,0.539188306,1,2.5820546
GADD45A,2.86E-08,1.01E-06,1.3148965,CUL3,0.543911097,1,1.6513759
CALR,2.90E-08,1.01E-06,1.1921034,TMEM243,0.550751093,1,2.0953019
SPOCK2,2.94E-08,1.03E-06,2.4868906,DZIP3,0.551356648,1,1.5763425
CCT7,3.05E-08,1.06E-06,1.5632012,FAM184B,0.55180093,1,5.1310873
CCND2,3.07E-08,1.07E-06,1.4194512,NFKBIZ,0.555361501,1,2.2481756
OCIAD2,3.20E-08,1.11E-06,1.0784371,MSL2,0.557227165,1,2.0972595
SRSF4,3.30E-08,1.14E-06,1.4856951,LRP12,0.557551939,1,4.593387
AHSA1,3.37E-08,1.16E-06,2.0851297,EIF3M,0.561456404,1,2.5743353
CCDC107,3.49E-08,1.20E-06,1.3843828,RABGAP1L,0.562516134,1,2.1110637
PTBP1,3.50E-08,1.20E-06,1.6316018,PHLDA1,0.564107538,1,2.8649457
POLR2J,3.52E-08,1.20E-06,0.75571,COX6C,0.566028259,1,1.443148
PSMC2,3.73E-08,1.27E-06,1.7284821,NUCB2,0.569797031,1,1.8104076
CSTB,3.84E-08,1.31E-06,1.0695487,FAM214A,0.570289491,1,1.8935666
UQCR10,3.86E-08,1.31E-06,1.2536924,CHI3L2,0.572384706,1,2.1177886
RAB11B,4.43E-08,1.50E-06,1.7833779,TAB3,0.574071741,1,2.1126287
THYN1,4.52E-08,1.52E-06,1.7767675,TRA2A,0.574977949,1,2.4923174
PDLIM2,4.67E-08,1.57E-06,2.050205,CDC42SE2,0.580139657,1,2.5381744
SRRM2,4.72E-08,1.58E-06,0.88619345,FOXN2,0.583952494,1,1.8627867
FBXW5,4.85E-08,1.62E-06,1.9175061,COL5A3,0.58507369,1,4.5356402
NINJ1,5.04E-08,1.68E-06,2.197766,PRKCB,0.585489201,1,1.8579893
ACTN4,5.19E-08,1.73E-06,1.2051885,NDUFV2,0.585780141,1,2.8636477
VKORC1,5.22E-08,1.73E-06,2.1031075,GEM,0.586071147,1,2.4482708
GALM,5.24E-08,1.74E-06,1.2910519,ANAPC16,0.587152616,1,1.2268171
CSK,5.77E-08,1.91E-06,1.2372533,CH25H,0.590152262,1,2.0643446
TMEM256,6.05E-08,2.00E-06,1.4872692,CSGALNACT2,0.592072391,1,1.9195105
GRB2,6.24E-08,2.06E-06,1.2419715,FBXO33,0.594330106,1,1.8602697
ILK,6.49E-08,2.13E-06,2.570102,MED21,0.595251043,1,1.9501518
SIRPG,6.66E-08,2.18E-06,1.4126593,METTL4,0.596340262,1,1.392139
PRMT1,6.67E-08,2.18E-06,2.0350351,PRKACB,0.59717874,1,1.8170916
TMC6,6.71E-08,2.19E-06,0.9865757,RAB9A,0.598983281,1,2.5470276
ATP6V0B,7.18E-08,2.33E-06,0.980344,PLAGL1,0.600117627,1,1.9752305
FOSB,7.32E-08,2.37E-06,1.627095,SNX22,0.607028502,1,4.3870277
TPI1,7.63E-08,2.47E-06,1.595637,KDM5D,0.607113,1,4.4930973
CD5,7.80E-08,2.52E-06,1.602267,TRIB2,0.607113,1,1.7114345
DONSON,7.83E-08,2.52E-06,4.8144107,TCP11L2,0.609142525,1,2.2435415
TIMM8B,8.08E-08,2.60E-06,1.3165188,ZBED6,0.613125727,1,2.0595982
IL4R,8.14E-08,2.61E-06,2.2170868,BRAF,0.613465253,1,2.0879114
CCT6A,8.37E-08,2.68E-06,1.740495,TCEA1,0.613465253,1,2.4789987
ZNF706,8.45E-08,2.70E-06,0.93918586,ATM,0.614059623,1,1.7626553
TXNDC17,8.92E-08,2.83E-06,1.3070817,PTPN4,0.614102088,1,1.5886152
ILF2,9.25E-08,2.93E-06,1.5409156,CREBRF,0.616652337,1,2.0569403
CCDC12,9.26E-08,2.93E-06,1.0163242,CHN1,0.616950168,1,1.6402587
BTG2,9.28E-08,2.93E-06,1.1604936,MAP3K8,0.619292461,1,2.2404222
ACAP1,9.76E-08,3.07E-06,1.2974576,POU5F2,0.620102518,1,2.5848906
GPSM3,9.80E-08,3.08E-06,1.0088367,CD40LG,0.620315768,1,1.5014468
NDUFB7,9.83E-08,3.08E-06,0.9857102,RC3H2,0.621638626,1,1.7069385
MRPL18,9.93E-08,3.11E-06,1.9423373,SIRPB1,0.626342493,1,2.5851805
PCSK7,1.05E-07,3.27E-06,0.85701287,SLC16A12,0.629086316,1,27.82154
NRBP1,1.06E-07,3.29E-06,2.0607193,DNAAF1,0.629086316,1,28.251732
LCP1,1.09E-07,3.39E-06,1.1172439,CASK,0.638557144,1,1.8757569
PDCD5,1.10E-07,3.41E-06,1.8787099,MYO5A,0.638989056,1,2.0125427
GUK1,1.12E-07,3.46E-06,1.1080242,OLFM4,0.641669639,1,4.0004835
POU2F2,1.13E-07,3.49E-06,1.9110987,MAP4K5,0.64184274,1,2.2375708
DPM3,1.17E-07,3.60E-06,2.2895975,SAP18,0.643314891,1,2.4466023
CSNK2B,1.17E-07,3.60E-06,0.7453231,F8A1,0.648130759,1,3.0997012
IFITM3,1.24E-07,3.82E-06,3.7318845,SMCO4,0.648521884,1,1.6853496
NMT2,1.25E-07,3.84E-06,2.7392263,GPR85,0.648565349,1,3.0047615
RAD23A,1.26E-07,3.85E-06,1.2538517,RAB21,0.650000343,1,1.6733719
HTATIP2,1.26E-07,3.85E-06,1.2636489,PPP1R15A,0.654095009,1,3.0684502
CD58,1.29E-07,3.94E-06,1.2701536,MAP3K4,0.656364634,1,1.9360942
LAMTOR5,1.42E-07,4.33E-06,0.91453534,CDK5R1,0.660694415,1,2.8553646
FBLN7,1.48E-07,4.48E-06,2.6379933,KIF5B,0.662973212,1,2.3149452
FAM110A,1.67E-07,5.06E-06,2.2484853,YWHAB,0.663236351,1,1.3328192
TBC1D10C,1.71E-07,5.15E-06,0.6155744,DNAJB9,0.66732031,1,2.0622492
CISH,1.83E-07,5.51E-06,4.676159,TRAPPC10,0.668331848,1,1.8866453
CARHSP1,1.88E-07,5.64E-06,1.4041121,CFL2,0.669652152,1,1.8737267
PDIA3,1.98E-07,5.92E-06,1.122024,TMEM64,0.673442673,1,1.6501482
REEP5,1.99E-07,5.95E-06,0.51470745,ZNRF2,0.67693199,1,1.6823957
ORMDL2,2.03E-07,6.05E-06,1.7177433,RRS1,0.678081896,1,1.7776961
FDPS,2.04E-07,6.08E-06,1.7358171,HSPA13,0.679409643,1,2.254665
ARHGAP9,2.12E-07,6.30E-06,1.1068176,AKIRIN2,0.681536105,1,2.2453341
PSMF1,2.25E-07,6.65E-06,1.3367124,MED30,0.684552927,1,1.7857347
BRD2,2.49E-07,7.35E-06,0.9444532,ZFY,0.687307953,1,27.588066
PSMB7,2.49E-07,7.35E-06,1.1103193,JAKMIP2,0.689889001,1,2.72087
PSMC5,2.55E-07,7.50E-06,0.94099885,KLF3,0.690067137,1,1.815556
IDH3B,2.58E-07,7.59E-06,1.7963916,GABARAPL1,0.697027779,1,1.9516352
NCF4,2.60E-07,7.63E-06,1.4552587,PCBP3,0.69716189,1,2.1124713
PARK7,2.66E-07,7.78E-06,1.5939543,MYBL1,0.700696875,1,3.32746
FMNL1,2.71E-07,7.92E-06,1.53425,PHACTR2,0.703430867,1,2.2257452
PFDN2,2.72E-07,7.92E-06,0.94472164,ATG5,0.704014018,1,1.7955654
BIN2,2.75E-07,8.01E-06,1.2147542,FILIP1L,0.707291863,1,3.438215
MRPL51,2.95E-07,8.56E-06,0.8115751,IFI30,0.70765141,1,2.5643463
DYNLL1,3.02E-07,8.73E-06,1.4402063,CCDC59,0.708775415,1,2.3527906
DDT,3.19E-07,9.20E-06,0.688378,PAK3,0.708865363,1,2.4078133
PRDX5,3.27E-07,9.42E-06,0.693457,ZNF302,0.70904527,1,1.5373204
ZNHIT1,3.41E-07,9.81E-06,0.91677207,ABCC1,0.709720069,1,1.8062433
CPNE1,3.48E-07,9.97E-06,1.5560908,GPCPD1,0.714450012,1,1.8740084
CYB5B,3.49E-07,1.00E-05,1.381015,SPON2,0.714901058,1,1.7187182
ISCU,3.54E-07,1.01E-05,1.1911315,HERC1,0.716796541,1,1.6429747
TRMT112,3.75E-07,1.07E-05,1.1941481,BCO2,0.717157783,1,27.6229
UXS1,3.76E-07,1.07E-05,1.6560584,ADAM12,0.721045121,1,1.2519778
SELPLG,3.80E-07,1.08E-05,1.1340301,RIPK2,0.721542862,1,1.571866
GSDMD,3.85E-07,1.09E-05,1.2048416,TRIP13,0.723942716,1,3.7799194
COX8A,3.86E-07,1.09E-05,2.265592,FAM71F2,0.723942716,1,4.9373317
NDUFB3,3.87E-07,1.09E-05,0.79091465,ANKRD55,0.723942716,1,4.470344
IRF3,4.02E-07,1.13E-05,1.6423796,NFAM1,0.72403333,1,3.9110723
APOBEC3C,4.18E-07,1.17E-05,0.8044707,TOR1AIP2,0.725256995,1,1.4923652
LST1,4.19E-07,1.17E-05,2.4400983,ADPRM,0.726935009,1,1.4452916
MZT2A,4.35E-07,1.22E-05,0.6759013,CARF,0.730204084,1,1.5677154
HNRNPA0,4.42E-07,1.23E-05,0.7043664,MON2,0.730567618,1,1.5996274
SNW1,4.50E-07,1.25E-05,1.3537545,LCTL,0.730840309,1,3.2071207
CLTA,4.50E-07,1.25E-05,0.80471706,ZNF517,0.730840309,1,3.1830087
RANBP1,4.65E-07,1.29E-05,0.7614533,HSPA4L,0.730931213,1,3.0527394
RAP1B,4.76E-07,1.32E-05,1.0223956,EPS15,0.733887658,1,1.9229866
FNBP1,4.78E-07,1.32E-05,0.79973495,SDE2,0.735663424,1,1.8978013
SLC3A2,4.79E-07,1.32E-05,1.4509437,CCDC66,0.736756907,1,2.265296
PRPF31,4.81E-07,1.32E-05,1.8155419,SPCS1,0.739994906,1,2.2179794
FLNA,4.84E-07,1.33E-05,1.5760714,BRWD1,0.7440146,1,1.6556585
LAMTOR1,4.94E-07,1.35E-05,0.63971066,NOP58,0.745157837,1,2.2033496
SSNA1,4.95E-07,1.35E-05,1.0354646,NAMPT,0.750744848,1,2.4887416
FKBP8,5.19E-07,1.41E-05,0.76910967,AEBP2,0.752028971,1,1.9728935
ARPC5L,5.35E-07,1.46E-05,0.9459307,B3GALT2,0.753130195,1,1.5143205
EHD1,5.52E-07,1.50E-05,1.873433,KREMEN1,0.754369672,1,4.368824
NECAP2,5.60E-07,1.52E-05,0.85608673,SLC51A,0.754369672,1,4.55371
CST3,5.74E-07,1.55E-05,2.8754869,FBXL2,0.754369672,1,4.1588607
BCAP31,6.18E-07,1.67E-05,1.1355461,GLMN,0.754691122,1,1.5245882
ARHGAP25,6.59E-07,1.77E-05,1.8873532,GIMAP2,0.75735619,1,1.7159812
GTF3A,6.65E-07,1.78E-05,0.63287514,PLAC8,0.75735619,1,2.1858275
APRT,7.00E-07,1.87E-05,0.9956103,ANKRD42,0.758045903,1,2.2250082
CST7,7.30E-07,1.95E-05,1.0122645,COQ2,0.758183868,1,2.0524278
NDFIP2,7.33E-07,1.96E-05,1.4772978,RCOR1,0.758183868,1,1.8784684
SERBP1,7.54E-07,2.01E-05,0.9083332,ATG10,0.758781809,1,2.0719993
PSMD7,7.58E-07,2.01E-05,1.0133442,TAF1D,0.759655981,1,2.4476995
PIN4,7.92E-07,2.10E-05,1.3618239,MYO15A,0.761313149,1,3.1920495
BIN1,8.33E-07,2.21E-05,0.9833655,USP9Y,0.761313149,1,3.209059
RAB8A,8.61E-07,2.27E-05,1.5472273,SNX18,0.761405246,1,3.2366903
GLIPR2,8.66E-07,2.28E-05,2.018471,AFTPH,0.763524409,1,1.70312
UQCRFS1,8.71E-07,2.29E-05,0.81148857,DHX40,0.764446338,1,1.8651826
MRPL36,8.95E-07,2.35E-05,2.4533212,YTHDF3,0.76776804,1,1.7008725
NAGK,8.96E-07,2.35E-05,2.8539999,ZNF169,0.768183554,1,2.5880046
TRABD,8.99E-07,2.35E-05,1.6685381,LIN7A,0.768460601,1,2.5350523
RNF145,9.11E-07,2.38E-05,0.6327361,TMEM230,0.768506778,1,2.2177618
PRMT2,9.13E-07,2.38E-05,1.3494229,HPSE,0.76906097,1,1.3896152
FKBP1A,9.14E-07,2.38E-05,1.1367363,SPATC1L,0.770169706,1,2.2449296
PSME2,9.42E-07,2.45E-05,0.7601677,CCDC92,0.770724251,1,1.602788
RAB33A,9.80E-07,2.54E-05,2.1518512,PSPH,0.774701903,1,2.872424
TEX264,9.82E-07,2.54E-05,1.3926377,S1PR3,0.778129277,1,27.315275
BCL2L1,9.86E-07,2.55E-05,2.5107782,RBFOX3,0.778129277,1,27.383684
RPN2,1.01E-06,2.60E-05,1.0686034,HLA-DQB2,0.778129277,1,27.24545
SUSD3,1.06E-06,2.72E-05,1.179883,TLR7,0.778129277,1,26.937477
MAP1LC3B,1.08E-06,2.77E-05,0.66386694,PIWIL2,0.778129277,1,27.261618
HMOX2,1.10E-06,2.81E-05,1.8063247,APBA1,0.778129277,1,26.946045
NDRG1,1.11E-06,2.84E-05,1.6759865,HDAC9,0.778685477,1,1.611711
SF3B1,1.14E-06,2.90E-05,0.5735283,PABPC3,0.781328967,1,3.022912
ACADVL,1.18E-06,3.02E-05,1.5471715,RB1CC1,0.781653781,1,1.5074408
ERH,1.20E-06,3.05E-05,0.37243354,COLEC12,0.781885815,1,1.92579
IKZF4,1.21E-06,3.07E-05,2.8037617,C11orf58,0.781932224,1,2.2645843
PRDX1,1.21E-06,3.08E-05,0.9526597,SLC35D1,0.781932224,1,1.545702
DHPS,1.24E-06,3.15E-05,1.6793022,ZBTB10,0.782721296,1,1.7708926
LMCD1,1.25E-06,3.16E-05,3.110716,TMEM209,0.78313913,1,1.7584355
CD2BP2,1.27E-06,3.19E-05,1.5273114,BRD7,0.783231991,1,1.385016
TCF25,1.27E-06,3.20E-05,0.55407035,UBE2H,0.784346559,1,1.5934764
HADHB,1.29E-06,3.23E-05,1.4980785,PLIN2,0.78471818,1,1.9585397
TADA3,1.32E-06,3.32E-05,1.6887603,MORN3,0.788437077,1,2.2138002
MYO1F,1.34E-06,3.35E-05,0.9745646,YTHDC2,0.788437077,1,1.7646024
PSMD13,1.37E-06,3.42E-05,1.1244085,ZNF831,0.789832913,1,1.4112501
DCTN2,1.39E-06,3.46E-05,1.2644427,NR1D2,0.791229423,1,1.4861692
RNASET2,1.43E-06,3.57E-05,0.79925543,ARHGAP15,0.792067651,1,2.1182854
TSG101,1.54E-06,3.82E-05,1.579644,C2CD4A,0.792160803,1,2.9026883
PDAP1,1.57E-06,3.88E-05,0.9111021,BTAF1,0.794071057,1,1.6545116
SLC25A11,1.57E-06,3.88E-05,1.8791834,HUS1,0.797148692,1,1.1751179
POLR2F,1.63E-06,4.02E-05,0.9142759,ATG2A,0.79859534,1,1.6488252
MAP2K3,1.70E-06,4.20E-05,1.6775945,SMG1,0.798782055,1,1.6454152
RALY,1.71E-06,4.22E-05,0.976196,FRMD4A,0.799155519,1,2.059114
DNAJB6,1.76E-06,4.32E-05,0.28718117,BCL2L15,0.799248892,1,2.4340303
EIF6,1.80E-06,4.43E-05,0.9433226,TSPYL1,0.801864502,1,1.7604791
EPSTI1,1.82E-06,4.46E-05,0.5323782,CRY1,0.802191611,1,1.204629
ARPC5,1.84E-06,4.50E-05,0.6969906,PGAP1,0.80242528,1,1.5810907
NDUFS2,1.96E-06,4.80E-05,2.0863247,ING3,0.803453638,1,1.4083086
ST13,2.00E-06,4.88E-05,0.47909158,PHF7,0.806447151,1,2.4348342
RBMX,2.03E-06,4.94E-05,0.57682025,ERN1,0.808179074,1,1.6190218
ACTA2,2.03E-06,4.94E-05,1.8465579,SARNP,0.808881473,1,1.4561559
SHKBP1,2.04E-06,4.95E-05,1.5546868,SLITRK5,0.809162476,1,27.222275
PSMB5,2.05E-06,4.96E-05,1.7356416,BRIP1,0.809162476,1,27.030169
CAPZB,2.07E-06,5.01E-05,0.9512895,EREG,0.809162476,1,26.929983
UPF2,2.16E-06,5.20E-05,0.8866136,PKHD1,0.809162476,1,27.28237
M6PR,2.22E-06,5.36E-05,1.2200434,RNF222,0.809162476,1,26.659025
EIF4A3,2.25E-06,5.41E-05,1.3418294,RASL11A,0.809162476,1,27.137945
RHOB,2.29E-06,5.50E-05,3.4997401,STRN3,0.809302986,1,1.2933432
LSM2,2.29E-06,5.50E-05,0.99686736,NEK10,0.812583304,1,1.1323615
PSMC4,2.35E-06,5.61E-05,1.4675602,ZNF268,0.813380451,1,2.0925975
SCAMP2,2.36E-06,5.63E-05,1.230801,ELL2,0.81394326,1,1.6254853
SRSF9,2.41E-06,5.74E-05,1.261798,IFT88,0.814318519,1,1.6566497
GRN,2.42E-06,5.77E-05,3.2617173,CLK1,0.814693821,1,2.991012
HNRNPR,2.45E-06,5.83E-05,0.6559253,TTC14,0.815538406,1,1.903554
AKAP9,2.47E-06,5.87E-05,0.6712431,IL26,0.815726121,1,1.4668255
PPDPF,2.48E-06,5.87E-05,1.8167969,RGS6,0.816336266,1,3.7640128
MTCH1,2.52E-06,5.97E-05,1.7164618,POTEE,0.816336266,1,5.149022
RAB2A,2.55E-06,6.02E-05,0.68211496,PRKAA2,0.816336266,1,4.1610975
HAVCR2,2.56E-06,6.03E-05,2.159931,NFIA,0.816336266,1,3.3727064
UQCC2,2.59E-06,6.09E-05,1.6146615,MTBP,0.816336266,1,3.4832048
HSPD1,2.63E-06,6.17E-05,0.7971144,NFIL3,0.816430145,1,3.4475372
BABAM1,2.72E-06,6.38E-05,1.7721083,TET1,0.816430145,1,3.1438525
TMCO1,2.74E-06,6.41E-05,0.4338644,C12orf57,0.817885596,1,1.7768838
GSTK1,2.79E-06,6.52E-05,0.88562316,CD69,0.818449166,1,2.4128394
EIF4E,2.81E-06,6.55E-05,1.1543643,KDM6A,0.818730986,1,1.8133253
RBCK1,2.81E-06,6.55E-05,0.8546207,ZNF131,0.818918879,1,1.763079
DCTN3,2.82E-06,6.56E-05,0.7919847,ALG13,0.820140436,1,1.6869276
RNPS1,2.92E-06,6.77E-05,0.6933058,TC2N,0.820281413,1,0.9973435
PSENEN,2.92E-06,6.77E-05,1.4726658,FBXO32,0.821174403,1,1.0592046
BAZ2A,2.95E-06,6.82E-05,1.5042208,SASS6,0.821785529,1,1.4758347
TLN1,2.99E-06,6.91E-05,1.4936723,LRRC7,0.823431406,1,3.0629957
RNF181,3.03E-06,7.00E-05,0.6396451,OSBPL1A,0.82352548,1,2.8046858
HAPLN3,3.15E-06,7.24E-05,1.7587918,LGMN,0.823666595,1,1.7714236
AAK1,3.25E-06,7.47E-05,0.6676138,SMAD1,0.823713635,1,2.1941948
HDAC1,3.26E-06,7.47E-05,1.2877015,FAM13B,0.824748668,1,1.4171138
OXA1L,3.29E-06,7.53E-05,0.99300236,SIDT2,0.826160567,1,1.5471536
NDUFA9,3.37E-06,7.71E-05,1.7903097,ZBTB21,0.826443015,1,1.5895638
PSTPIP1,3.41E-06,7.78E-05,1.4768369,AGPAT5,0.827196318,1,1.8081372
HNRNPH3,3.48E-06,7.92E-05,0.48158464,UBR3,0.827478847,1,1.8094745
CISD3,3.53E-06,8.01E-05,1.7104818,AKAP7,0.82832657,1,1.2515697
ABCF1,3.67E-06,8.33E-05,1.4034113,USP25,0.829457178,1,1.4059261
NUDT5,3.73E-06,8.43E-05,1.1654,FERMT2,0.830541009,1,2.198693
TAPBP,3.77E-06,8.51E-05,0.71393037,PROK2,0.830541009,1,2.0701568
C14orf119,3.79E-06,8.55E-05,1.3974317,GNA13,0.830965205,1,1.2585217
MAGED2,3.82E-06,8.60E-05,2.618786,SYTL2,0.831106614,1,2.1823342
PSMD2,3.83E-06,8.61E-05,1.6068777,ZBTB16,0.831719452,1,1.0143106
OTUB1,3.86E-06,8.66E-05,1.20801,DUSP5,0.834502073,1,1.5518808
PIK3IP1,3.87E-06,8.68E-05,0.98580706,UBAC2,0.834549254,1,1.7424179
PLEKHJ1,3.92E-06,8.78E-05,1.5338352,MBNL2,0.834690801,1,1.5477811
NT5C,3.97E-06,8.86E-05,1.434037,ZBED4,0.835398614,1,1.4675982
PTGES3,4.27E-06,9.52E-05,0.47722763,RABL3,0.840026252,1,1.7713845
SSRP1,4.39E-06,9.76E-05,1.9222381,AFF3,0.840498774,1,26.475096
MRPL11,4.39E-06,9.76E-05,1.5105783,E2F5,0.840498774,1,26.666733
AP2B1,4.41E-06,9.78E-05,1.6107997,MAN1C1,0.840498774,1,26.679607
NDUFS7,4.54E-06,0.000100459,0.5389499,NPFFR1,0.840498774,1,26.99057
RGS19,4.61E-06,0.000101942,2.0133252,PTK7,0.840498774,1,27.011059
OPRM1,4.69E-06,0.000103627,4.851544,KCNJ3,0.840498774,1,26.405159
RABAC1,4.95E-06,0.000109079,0.2938921,FAM20B,0.844233704,1,2.4243162
AP2S1,5.01E-06,0.000110144,0.76177305,TIGD5,0.844422909,1,1.942332
HSBP1,5.02E-06,0.000110357,1.1040797,SLAIN1,0.844517514,1,2.163691
SERTAD1,5.03E-06,0.000110412,1.8966705,USP28,0.844612122,1,2.4342375
NEDD8,5.20E-06,0.000113889,0.49360657,MBTPS2,0.844706732,1,1.8104603
CD59,5.38E-06,0.000117605,0.96238565,WDR5B,0.844801344,1,1.6564326
XAF1,5.68E-06,0.000124077,1.9820205,MYADM,0.845321752,1,1.6203054
SNRPC,5.72E-06,0.00012478,0.70412505,STAG3,0.846836047,1,1.597824
NAP1L4,5.74E-06,0.000124949,0.24341114,HLA-DQA2,0.847167375,1,0.76213855
PA2G4,5.87E-06,0.000127652,0.04329635,USP6NL,0.847782769,1,3.9454484
STIP1,6.10E-06,0.000132362,2.060664,RASGEF1B,0.847782769,1,3.5499716
TSPAN14,6.24E-06,0.000135217,0.94957817,SLC7A8,0.847782769,1,4.052208
SURF4,6.44E-06,0.000139317,1.144643,ZNF320,0.847782769,1,3.5892372
TMEM9B,6.53E-06,0.000141185,0.6466239,TMEM150B,0.847782769,1,3.6848578
MRPS21,6.57E-06,0.000141698,0.40042356,ZNF678,0.84797214,1,3.1197786
SLC25A39,6.74E-06,0.000145323,1.6558952,RBM34,0.849582145,1,1.9968858
TMEM50A,6.79E-06,0.000146184,0.35666868,THEMIS,0.851761386,1,1.6981562
CLPP,6.85E-06,0.000147217,0.6383794,CLASP2,0.854226237,1,1.5974975
DDB2,7.04E-06,0.000151019,1.576468,MARVELD3,0.854984941,1,2.8195589
KHDRBS1,7.21E-06,0.000154291,0.7365723,ZXDC,0.855079788,1,2.471929
GABARAP,7.33E-06,0.000156484,3.850417,SLAMF7,0.855079788,1,2.446672
YIPF3,7.35E-06,0.000156697,1.5459346,TFDP2,0.855933509,1,1.3536892
GDI2,7.47E-06,0.000158968,0.7769829,MED13L,0.8574042,1,1.5808971
ATP6V0D1,7.53E-06,0.000160088,1.401439,ZNF92,0.858258377,1,1.5258068
MDH1,7.60E-06,0.000161261,0.8769649,CD8A,0.858258377,1,2.0205164
NDUFS8,7.76E-06,0.000164236,0.39478385,ZNF429,0.858353296,1,1.7170773
AGR2,7.79E-06,0.000164739,2.5716534,INSIG1,0.858495678,1,1.5121658
ECHS1,7.81E-06,0.000164824,1.0059773,ERRFI1,0.859445009,1,1.6044402
CREB3L2,7.93E-06,0.000167114,1.2038292,CUL4B,0.859445009,1,1.4013538
SMS,7.99E-06,0.000168053,0.7960908,ZNF551,0.860536992,1,0.94781387
PCMT1,8.10E-06,0.000170289,0.80622685,WDR47,0.862294218,1,2.3871398
SNX3,8.14E-06,0.000170757,0.18246995,ADAMDEC1,0.862959292,1,1.3876145
PPP1R11,8.15E-06,0.000170757,1.1830232,CEP85L,0.863434405,1,1.4056686
NDUFA12,8.49E-06,0.000177671,0.17859523,EXOC8,0.864479826,1,1.6606985
EIF3J,8.73E-06,0.000182317,0.7676056,ERCC4,0.866856664,1,1.4506426
